Id	CAS	SMILES	Status	Experimental value	Predicted value
5123	89811-25-6	O=C(C=Cc1oc(cc1)[N+](=O)[O-])NCC(C)C	Training	Mutagen	Mutagen
5124	89-82-7	O=C1C(=C(C)C)CCC(C)C1	Training	NON-Mutagen	NON-Mutagen
5125	89837-94-5	O=NN(COC(=O)C)CC(=O)C	Training	Mutagen	Mutagen
5126	89-83-8	Oc1cc(ccc1C(C)C)C	Training	NON-Mutagen	NON-Mutagen
5127	89-86-1	O=C(O)c1ccc(O)cc1(O)	Training	NON-Mutagen	NON-Mutagen
5128	89-87-2	O=[N+]([O-])c1ccc(cc1C)C	Training	Mutagen	Mutagen
5129	89873-24-5	[N-]=[N+]=Nc1ccc(cc1)Nc3c4ccccc4(nc2ccccc23)	Training	Mutagen	Mutagen
5130	89925-00-8	O=C(N)C1(OC1)(C)	Training	Mutagen	Mutagen
5131	89930-59-6	c2cc1c3c(cn1CCC)CC4N(C)CC(=CC4(c3(c2)))C	Training	Mutagen	Mutagen
5132	89-98-5	O=Cc1ccccc1Cl	Training	NON-Mutagen	NON-Mutagen
5133	90-00-6	Oc1ccccc1CC	Training	NON-Mutagen	NON-Mutagen
5134	90-02-8	O=Cc1ccccc1(O)	Training	NON-Mutagen	NON-Mutagen
5135	9003-39-8	O=C1N(C=C)CCC1	Training	NON-Mutagen	NON-Mutagen
5136	90-05-1	Oc1ccccc1(OC)	Training	NON-Mutagen	NON-Mutagen
5137	90-12-0	c1ccc2c(c1)cccc2C	Training	NON-Mutagen	NON-Mutagen
5138	90-13-1	c1ccc2c(c1)cccc2Cl	Training	Mutagen	NON-Mutagen
5139	90147-18-5	O=C(OCCC)C=Cc1oc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
5140	90147-19-6	O=C(OCCCC)C=Cc1oc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
5141	90147-21-0	O=C(OC(C)C)C=Cc1oc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
5142	90147-31-2	O=C(C=Cc1oc(cc1)[N+](=O)[O-])NCCC	Training	Mutagen	Mutagen
5143	90-19-7	O=C1C(O)=C(Oc2cc(OC)cc(O)c12)c3ccc(O)c(O)c3	Training	Mutagen	Mutagen
5144	90223-04-4	Oc2ccc1c(nc(N)n1C)c2	Training	NON-Mutagen	Mutagen
5145	90301-75-0	O=C1N=C(N)C(=CN1C2OC(CO)C(O)C2)CCCl	Training	NON-Mutagen	NON-Mutagen
5146	90301-92-1	C(=CCl)c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5147	90-30-2	c1ccc(cc1)Nc3cccc2ccccc23	Training	NON-Mutagen	NON-Mutagen
5148	90-33-5	O=C2Oc1cc(O)ccc1C(=C2)C	Training	NON-Mutagen	NON-Mutagen
5149	90421-79-7	n3c(OCC1OC1)c2ccccc2s3	Training	Mutagen	Mutagen
5150	90421-84-4	O=C2c1ccccc1SN2CC3OC3	Training	NON-Mutagen	Mutagen
5151	90-44-8	O=C2c1ccccc1Cc3ccccc23	Training	Mutagen	NON-Mutagen
5152	90-46-0	OC2c3ccccc3(Oc1ccccc12)	Training	Mutagen	NON-Mutagen
5153	90509-02-7	O=C(OC)Nc2nc3cc(OS(=O)(=O)c1ccc(F)cc1)ccc3([nH]2)	Training	NON-Mutagen	NON-Mutagen
5154	90594-13-1	n2cc(N)cc3nc1ccccn1c23	Training	Mutagen	Mutagen
5155	90597-22-1	O=C1N=C(N)C=CN1C2C=C(CO)C(O)C2(O)	Training	NON-Mutagen	NON-Mutagen
5156	90625-53-9	O=C4C=CC(=Nc2c3ccccc3(nc1ccccc12))C(OC)=C4	Training	NON-Mutagen	Mutagen
5157	90745-27-0	O=[N+]([O-])c2cccc1cccc(c12)C	Training	Mutagen	Mutagen
5158	90811-87-3	O=C(C=Cc2ccc(Oc1ccccc1)cc2)c3ccccc3	Training	NON-Mutagen	NON-Mutagen
5159	90866-04-9	OC2COC(O)(CNc1ccc(cc1)C)C(O)C2(O)	Training	NON-Mutagen	Mutagen
5160	90-94-8	O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	Mutagen	Mutagen
5161	91085-62-0	c1ccc(cc1)CSC(=CCl)Cl	Training	Mutagen	Mutagen
5162	91-08-7	O=C=Nc1cccc(N=C=O)c1C	Training	Mutagen	Mutagen
5163	91-13-4	c1ccc(c(c1)CBr)CBr	Training	NON-Mutagen	NON-Mutagen
5164	91134-58-6	O=C(OCC(C)C)C=Cc1oc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
5165	91137-27-8	O=[N+]([O-])c2cccc1c2(cccc1C)	Training	Mutagen	Mutagen
5166	91137-28-9	O=[N+]([O-])c1ccc2ccc(cc2(c1))C	Training	Mutagen	Mutagen
5167	91-15-6	N#Cc1ccccc1(C#N)	Training	NON-Mutagen	NON-Mutagen
5168	91-17-8	C1CCC2CCCCC2(C1)	Training	NON-Mutagen	NON-Mutagen
5169	91182-09-1	O=C(C=Cc1oc(cc1)[N+](=O)[O-])NCCCC	Training	Mutagen	Mutagen
5170	91-19-0	n1ccnc2ccccc12	Training	Mutagen	NON-Mutagen
5171	91-20-3	c1ccc2ccccc2(c1)	Training	NON-Mutagen	NON-Mutagen
5172	91-22-5	n1cccc2ccccc12	Training	Mutagen	NON-Mutagen
5173	91-23-6	O=[N+]([O-])c1ccccc1(OC)	Training	Mutagen	Mutagen
5174	91254-92-1	O=[N+]([O-])c1ccc2ccc3cccc4cc(O)c1c2c34	Training	Mutagen	Mutagen
5175	91254-93-2	O=[N+]([O-])c1ccc2ccc3cccc4c(O)cc1c2c34	Training	Mutagen	Mutagen
5176	91254-96-5	O=[N+]([O-])c1ccc2c(O)cc4cccc3ccc1c2c34	Training	Mutagen	Mutagen
5177	91254-97-6	O=[N+]([O-])c1ccc2cc(O)c4cccc3ccc1c2c34	Training	Mutagen	Mutagen
5178	91259-16-4	O=[N+]([O-])c5ccc2ccc3cccc4c1ccccc1c5(c2c34)	Training	Mutagen	Mutagen
5179	91379-15-6	OCC(O)COC=CC=CC=CC=CC=CCCCC	Training	Mutagen	Mutagen
5180	91-44-1	O=C2Oc1cc(ccc1C(=C2)C)N(CC)CC	Training	NON-Mutagen	NON-Mutagen
5181	91-53-2	O(c1ccc2NC(C=C(c2(c1))C)(C)C)CC	Training	NON-Mutagen	NON-Mutagen
5182	91540-29-3	c1ccc3c(c1)c2ccccc2C4N(CCCCC)C34	Training	Mutagen	Mutagen
5183	91540-30-6	C=CCN2C3c4ccccc4(c1ccccc1C23)	Training	Mutagen	Mutagen
5184	91549-70-1	O=C(NCCN(C)C)c2ccc3nc1ccccc1c(N)c3(c2)	Training	NON-Mutagen	Mutagen
5185	91549-71-2	O=C(NCCN(C)C)c3ccc2c(nc1ccccc1c2(N))c3	Training	NON-Mutagen	Mutagen
5186	91575-28-9	O=C(Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl)C	Training	Mutagen	Mutagen
5187	91575-29-0	O=C(Nc1ccc(cc1Cl)Cc2ccc(NC(=O)C)c(c2)Cl)C	Training	Mutagen	Mutagen
5188	91-58-7	c1ccc2cc(ccc2(c1))Cl	Training	NON-Mutagen	Mutagen
5189	91-59-8	Nc1ccc2ccccc2(c1)	Training	Mutagen	Mutagen
5190	91598-91-3	O=C(Nc1ccc2ccc4c(O)ccc3ccc1c2c34)C	Training	Mutagen	Mutagen
5191	91598-92-4	O=C(Nc1ccc2ccc3ccc(O)c4ccc1c2c34)C	Training	Mutagen	Mutagen
5192	91-62-3	n1cccc2cc(ccc12)C	Training	Mutagen	Mutagen
5193	91626-52-7	O=C1C(=C(C=NN1S(=O)(=O)C)Cl)Cl	Training	Mutagen	NON-Mutagen
5194	91-63-4	n1c2ccccc2(ccc1C)	Training	Mutagen	Mutagen
5195	91642-47-6	O=C(OCCCCC)C=Cc1oc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
5196	91-64-5	O=C1Oc2ccccc2(C=C1)	Training	Mutagen	NON-Mutagen
5197	91-66-7	c1ccc(cc1)N(CC)CC	Training	NON-Mutagen	NON-Mutagen
5198	91687-67-1	O=C(NCc1ccc(cc1)Cl)C(C)Br	Training	Mutagen	NON-Mutagen
5199	91-68-9	Oc1cccc(c1)N(CC)CC	Training	Mutagen	Mutagen
5200	918-00-3	O=C(C)C(Cl)(Cl)Cl	Training	Mutagen	Mutagen
5201	91828-72-7	O=[N+]([O-])c4cc2c(ccc1c2(C=CC(O)C1(O)))c3ccccc34	Training	Mutagen	Mutagen
5202	91-84-9	n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C	Training	NON-Mutagen	NON-Mutagen
5203	91-93-0	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	Mutagen	Mutagen
5204	91-95-2	Nc1ccc(cc1(N))c2ccc(N)c(N)c2	Training	Mutagen	Mutagen
5205	919-86-8	O=P(OC)(OC)SCCSCC	Training	NON-Mutagen	NON-Mutagen
5206	91991-18-3	O=C(Nc1c2cc(ccc2(ns1))Cl)C	Training	Mutagen	Mutagen
5207	91991-19-4	O=C(Nc1c2cc(ccc2(ns1))Cl)CCl	Training	Mutagen	Mutagen
5208	91991-21-8	O=C(Nc1c2cc(ccc2(ns1))Cl)CCC	Training	NON-Mutagen	NON-Mutagen
5209	91991-22-9	O=C(Nc1c2cc(ccc2(ns1))Cl)CCCC	Training	NON-Mutagen	NON-Mutagen
5210	91991-23-0	O=C(Nc1c2cc(ccc2(ns1))Cl)CC(C)C	Training	NON-Mutagen	NON-Mutagen
5211	920-37-6	N#CC(=C)Cl	Training	NON-Mutagen	Mutagen
5212	920-66-1	FC(F)(F)C(O)C(F)(F)F	Training	NON-Mutagen	NON-Mutagen
5213	92-06-8	c1ccc(cc1)c2cccc(c2)c3ccccc3	Training	NON-Mutagen	NON-Mutagen
5214	92072-09-8	O=[N+]([O-])c3ccc1c5cccc4ccc(c(c2cccc3(c12))c45)[N+](=O)[O-]	Training	Mutagen	Mutagen
5215	921-14-2	NN(C(C)C)C(C)C	Training	Mutagen	NON-Mutagen
5216	92116-66-0	n1cc(nc3c1ccc2c3(ncn2C))C	Training	NON-Mutagen	Mutagen
5217	92116-67-1	n1cc(nc2c1ccc(NC)c2(N))C	Training	NON-Mutagen	Mutagen
5218	92130-56-8	n1cccc3c1cc(c2c3(ncn2C))C	Training	NON-Mutagen	Mutagen
5219	92134-94-6	O=NN1CCSC1C(O)C(O)C(O)CO	Training	NON-Mutagen	NON-Mutagen
5220	92134-95-7	O=NN1CCSC1C(O)C(O)C(O)C(O)C	Training	NON-Mutagen	NON-Mutagen
5221	92134-97-9	O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO	Training	NON-Mutagen	NON-Mutagen
5222	92180-79-5	n2c(N)n(c3ccc1nc(c(nc1c23)C)C)C	Training	Mutagen	Mutagen
5223	92-24-0	c1ccc2cc3cc4ccccc4(cc3(cc2(c1)))	Training	Mutagen	Mutagen
5224	922-63-4	O=CC(=C)CC	Training	Mutagen	Mutagen
5225	92279-99-7	n2c1ccccc1c(NCCCNCCCl)c3cccc(OC)c23	Training	Mutagen	Mutagen
5226	92280-01-8	n2c1ccccc1c(NCCCN(CC)CCCl)c3c2CCCC3	Training	Mutagen	Mutagen
5227	92-31-9	n2c1ccc(cc1[s+]c3cc(N)c(cc23)C)N(C)C	Training	Mutagen	Mutagen
5228	92339-11-2	O=C(NCC(O)CO)c1c(c(C(=O)NCC(O)CO)c(c(c1I)N(C(=O)C)CC(O)CN(C(=O)C)c2c(c(C(=O)NCC(O)CO)c(c(C(=O)NCC(O)CO)c2I)I)I)I)I	Training	NON-Mutagen	NON-Mutagen
5229	92-36-4	n2c1ccc(cc1sc2c3ccc(N)cc3)C	Training	Mutagen	Mutagen
5230	924-16-3	O=NN(CCCC)CCCC	Training	Mutagen	Mutagen
5231	92433-40-4	O=C(Nc1cc3c(cc1Cl)c2ccccc2C3)C	Training	Mutagen	Mutagen
5232	924-42-5	O=C(C=C)NCO	Training	NON-Mutagen	NON-Mutagen
5233	92-48-8	O=C1Oc2ccc(cc2(C=C1))C	Training	NON-Mutagen	Mutagen
5234	92-52-4	c1ccc(cc1)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
5235	92-54-6	c1ccc(cc1)N2CCNCC2	Training	NON-Mutagen	Mutagen
5236	92-55-7	O=C(OC(OC(=O)C)c1oc(cc1)[N+](=O)[O-])C	Training	Mutagen	Mutagen
5237	92569-05-6	O=C1N(C(=O)C(Cl)Cl)CCN1c2ncc([N+](=O)[O-])s2	Training	Mutagen	Mutagen
5238	92569-06-7	O=C(Nc1ncc([N+](=O)[O-])s1)NS(=O)(=O)c2ccc(cc2)C	Training	NON-Mutagen	Mutagen
5239	92-59-1	c1ccc(cc1)N(Cc2ccccc2)CC	Training	NON-Mutagen	NON-Mutagen
5240	926-06-7	O=S(=O)(OC(C)C)C	Training	Mutagen	Mutagen
5241	92-66-0	c1ccc(cc1)c2ccc(cc2)Br	Training	NON-Mutagen	NON-Mutagen
5242	92-67-1	Nc1ccc(cc1)c2ccccc2	Training	Mutagen	Mutagen
5243	92-69-3	Oc1ccc(cc1)c2ccccc2	Training	Mutagen	NON-Mutagen
5244	92758-43-5	Nc2ccc3ccc4cc1ccccc1c5ccc2c3c45	Training	Mutagen	Mutagen
5245	92-84-2	c1ccc3c(c1)Nc2ccccc2S3	Training	NON-Mutagen	Mutagen
5246	928-73-4	O=C(O)C=NNC(=O)N	Training	NON-Mutagen	NON-Mutagen
5247	92-88-6	Oc1ccc(cc1)c2ccc(O)cc2	Training	NON-Mutagen	NON-Mutagen
5248	92887-88-2	N#CCCN(c3ccc(N=Nc1ccc2ncsc2(c1))cc3)C	Training	Mutagen	Mutagen
5249	92911-19-8	N(=Nc1ccc2ncsc2(c1))c3ccc(cc3)NC	Training	Mutagen	Mutagen
5250	92-93-3	O=[N+]([O-])c1ccc(cc1)c2ccccc2	Training	Mutagen	Mutagen
5251	92-94-4	c1ccc(cc1)c2ccc(cc2)c3ccccc3	Training	NON-Mutagen	NON-Mutagen
5252	93-05-0	Nc1ccc(cc1)N(CC)CC	Training	Mutagen	Mutagen
5253	93-08-3	O=C(c1ccc2ccccc2(c1))C	Training	NON-Mutagen	Mutagen
5254	93106-60-6	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(CC)CC3)C4CC4	Training	Mutagen	Mutagen
5255	93-15-2	O(c1ccc(cc1(OC))CC=C)C	Training	NON-Mutagen	NON-Mutagen
5256	931-97-5	N#CC1(O)(CCCCC1)	Training	NON-Mutagen	NON-Mutagen
5257	93261-88-2	O=C(c3oc(c(c1ccccc1)c3(c2ccccc2))[N+](=O)[O-])CBr	Training	Mutagen	Mutagen
5258	93-27-6	O=C(Nc1ccc(cc1(OC))[N+](=O)[O-])C	Training	Mutagen	Mutagen
5259	932-83-2	O=NN1CCCCCC1	Training	Mutagen	Mutagen
5260	93285-74-6	c1ccc6c(c1)cc4c3c6(cc2ccccc2c3C5=C4CCCC5)	Training	Mutagen	Mutagen
5261	932-97-8	[N-]=[N+]=C1C=CC(=O)C=C1	Training	Mutagen	NON-Mutagen
5262	933-75-5	Oc1c(ccc(c1Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5263	933-78-8	Oc1cc(cc(c1Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5264	933-88-0	O=C(c1ccccc1C)Cl	Training	Mutagen	Mutagen
5265	934-32-7	n1c(N)[nH]c2ccccc12	Training	NON-Mutagen	Mutagen
5266	93-45-8	Oc1ccc(cc1)Nc2ccc3ccccc3(c2)	Training	NON-Mutagen	NON-Mutagen
5267	93-46-9	c1ccc2cc(ccc2(c1))Nc3ccc(cc3)Nc4ccc5ccccc5(c4)	Training	Mutagen	Mutagen
5268	934-73-6	O=S(c1ccc(cc1)Cl)C	Training	NON-Mutagen	NON-Mutagen
5269	93-52-7	c1ccc(cc1)C(CBr)Br	Training	Mutagen	NON-Mutagen
5270	93535-04-7	Nc1ccc(cc1)C=Cc2cccc(c2)Cl	Training	Mutagen	Mutagen
5271	93-58-3	O=C(OC)c1ccccc1	Training	NON-Mutagen	NON-Mutagen
5272	935-95-5	Oc1c(c(cc(c1Cl)Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5273	93673-31-5	O4C5c3cccc2cc1c6ccccc6(ccc1c(c23)C45)	Training	Mutagen	Mutagen
5274	93673-33-7	O5C6c4cccc3cc2ccc1ccccc1c2c(c34)C56	Training	Mutagen	Mutagen
5275	93673-34-8	O3C4c2cccc1c5cc6ccccc6(cc5(cc(c12)C34))	Training	Mutagen	Mutagen
5276	93673-37-1	OC2C=Cc1c3cc5cccc4C=Cc(c3(ccc1C2(O)))c45	Training	Mutagen	Mutagen
5277	93673-39-3	Oc5cccc1c5(ccc2c4C=Cc3cccc(cc12)c34)	Training	Mutagen	Mutagen
5278	93-68-5	O=C(Nc1ccccc1C)CC(=O)C	Training	NON-Mutagen	NON-Mutagen
5279	93-72-1	O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C	Training	NON-Mutagen	NON-Mutagen
5280	937-40-6	O=NN(C)Cc1ccccc1	Training	Mutagen	Mutagen
5281	93-76-5	O=C(O)COc1cc(c(cc1Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5282	93780-95-1	OC3c2ccc1cc5ccc6ccccc6(c5(nc1c2C4OC4(C3(O))))	Training	Mutagen	Mutagen
5283	93793-83-0	O=C(OCC(=O)NCCCOc1cccc(c1)CN2CCCCC2)C	Training	NON-Mutagen	NON-Mutagen
5284	93-79-8	O=C(OCCCC)COc1cc(c(cc1Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5285	938-55-6	N=1C=NC=2C=1N=CNC=2N(C)C	Training	Mutagen	Mutagen
5286	938-73-8	O=C(N)c1ccccc1(OCC)	Training	NON-Mutagen	NON-Mutagen
5287	93943-58-9	O=CC2=C(CC(C1=CCC(C)(C)C1)C)C(O)OC2	Training	NON-Mutagen	Mutagen
5288	939-99-1	FC(F)(F)c1ccc(cc1)CCl	Training	NON-Mutagen	NON-Mutagen
5289	940-14-7	O=[N+]([O-])c1ccc(OC=C)cc1	Training	Mutagen	Mutagen
5290	94-11-1	O=C(OC(C)C)COc1ccc(cc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5291	94-13-3	O=C(OCCC)c1ccc(O)cc1	Training	NON-Mutagen	NON-Mutagen
5292	94-20-2	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	NON-Mutagen	NON-Mutagen
5293	94223-87-7	n1c5ccc(cc5(cc2c1c4cccc3cccc2c34))C	Training	NON-Mutagen	NON-Mutagen
5294	94223-88-8	O=[N+]([O-])c1ccc2nc3c(cc2(c1))c5cccc4cccc3c45	Training	Mutagen	Mutagen
5295	94-25-7	O=C(OCCCC)c1ccc(N)cc1	Training	NON-Mutagen	NON-Mutagen
5296	94339-55-6	OC1c2cc3ccc4cccc5ccc(c2(C=CC1))c3c45	Training	Mutagen	Mutagen
5297	94339-56-7	OC2C=Cc1c3ccc5cccc4ccc(cc1C2)c3c45	Training	Mutagen	Mutagen
5298	94-36-0	O=C(OOC(=O)c1ccccc1)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
5299	943-93-1	O1C2CCC=CCCC=CCCC12	Training	NON-Mutagen	NON-Mutagen
5300	94-41-7	O=C(C=Cc1ccccc1)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
5301	944-22-9	O(CC)P(CC)(=S)Sc1ccccc1	Training	NON-Mutagen	Mutagen
5302	94-45-1	n2c1ccc(OCC)cc1sc2N	Training	Mutagen	Mutagen
5303	94495-71-3	O=C4Oc1c(c(OC)c(O)c2OC3OC=CC3(c12))C5=C4C(=O)CC5	Training	Mutagen	Mutagen
5304	94500-43-3	OCc1cc4c5ccccc5(cc3ccc2cccc1c2c34)	Training	NON-Mutagen	Mutagen
5305	94500-44-4	c1ccc5c(c1)cc3ccc2cccc4c2c3c5(cc4CCl)	Training	Mutagen	NON-Mutagen
5306	94500-46-6	c1ccc2c(c1)cc3cc(c5cccc4ccc2c3c45)CCl	Training	Mutagen	NON-Mutagen
5307	94500-53-5	OCc2cc5cccc4ccc3cc1ccccc1c2c3c45	Training	NON-Mutagen	Mutagen
5308	94500-54-6	c1ccc2c(c1)cc3ccc4cccc5cc(c2c3c45)CCl	Training	Mutagen	NON-Mutagen
5309	94574-56-8	O=C(OCc1c(O)cc2C(=O)c3ccccc3(C(=O)c2(c1(O))))C	Training	Mutagen	Mutagen
5310	94-58-6	O1c2ccc(cc2(OC1))CCC	Training	NON-Mutagen	NON-Mutagen
5311	94-59-7	O1c2ccc(cc2(OC1))CC=C	Training	NON-Mutagen	NON-Mutagen
5312	94-62-2	O=C(C=CC=Cc1ccc2OCOc2(c1))N3CCCCC3	Training	NON-Mutagen	NON-Mutagen
5313	94-70-2	O(c1ccccc1(N))CC	Training	NON-Mutagen	Mutagen
5314	94740-40-6	O=NN(C(=O)C1N(C(=O)C)CCC1)CC(=O)O	Training	Mutagen	Mutagen
5315	94-74-6	O=C(O)COc1ccc(cc1C)Cl	Training	NON-Mutagen	NON-Mutagen
5316	94-75-7	O=C(O)COc1ccc(cc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5317	94764-55-3	O=[N+]([O-])c2ccc3c1ccccc1sc3(c2)	Training	Mutagen	Mutagen
5318	947-72-8	c1ccc2c(c1)cc(c3ccccc23)Cl	Training	Mutagen	Mutagen
5319	947-73-9	Nc2cc1ccccc1c3ccccc23	Training	Mutagen	Mutagen
5320	94-80-4	O=C(OCCCC)COc1ccc(cc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5321	94-81-5	O=C(O)CCCOc1ccc(cc1C)Cl	Training	NON-Mutagen	NON-Mutagen
5322	94-82-6	O=C(O)CCCOc1ccc(cc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5323	94840-66-1	O=C(O)C(N)CSC(F)(F)C(F)F	Training	NON-Mutagen	NON-Mutagen
5324	94887-71-5	O=S(=O)(O)Oc1cc(cc(c1(N))Cl)Cc2cc(O)c(N)c(c2)Cl	Training	NON-Mutagen	Mutagen
5325	95050-14-9	O=[N+]([O-])c6cccc5c1cc4cccc3ccc2ccc(c1c2c34)c56	Training	Mutagen	Mutagen
5326	95-06-7	C=C(CSC(N(CC)CC)=S)Cl	Training	Mutagen	Mutagen
5327	95-14-7	n1nc2ccccc2([nH]1)	Training	Mutagen	NON-Mutagen
5328	95152-79-7	O=[N+]([O-])c1ccc(cc1)c3nc2n(cc(C)s2)c3[N+](=O)[O-]	Training	Mutagen	Mutagen
5329	95-16-9	n1csc2ccccc12	Training	NON-Mutagen	NON-Mutagen
5330	951-78-0	O=C1C=CN(C(=O)N1)C2OC(CO)C(O)C2	Training	NON-Mutagen	NON-Mutagen
5331	951-80-4	n2c1ccccc1c(N)c3ccc(N)cc23	Training	Mutagen	Mutagen
5332	95186-19-9	OCCc1c(nc(N)n2ncnc12)c3ccccc3	Training	NON-Mutagen	NON-Mutagen
5333	95-19-2	OCCN1C(=NCC1)CCCCCCCCCCCCCCCCC	Training	NON-Mutagen	NON-Mutagen
5334	952-23-8	n1c3cc(N)ccc3(cc2ccc(N)cc12)	Training	Mutagen	Mutagen
5335	952-97-6	O=[N+]([O-])c1ccc(cc1)Sc2ccccc2	Training	Mutagen	Mutagen
5336	95307-47-4	O=C(O)C4(C)(CCCC2(C)(C4(CCC13(CC(O)(C(=C)C1(O))CCC23))))	Training	NON-Mutagen	Mutagen
5337	95-33-0	n2c1ccccc1sc2SNC3CCCCC3	Training	NON-Mutagen	NON-Mutagen
5338	95331-48-9	O=C(N(O)c4ccc1ccc2cccc3ccc4(c1c23))C	Training	Mutagen	Mutagen
5339	95389-75-6	[N-]=[N+]=Nc3nc2ccc1ccccc1c2n3C	Training	Mutagen	Mutagen
5340	954-46-1	O=[N+]([O-])c3cc1ccccc1c2ccccc23	Training	Mutagen	Mutagen
5341	95-46-5	c1ccc(c(c1)C)Br	Training	NON-Mutagen	NON-Mutagen
5342	95-47-6	c1ccc(c(c1)C)C	Training	NON-Mutagen	NON-Mutagen
5343	95-48-7	Oc1ccccc1C	Training	NON-Mutagen	NON-Mutagen
5344	95-49-8	c1ccc(c(c1)C)Cl	Training	NON-Mutagen	NON-Mutagen
5345	95-50-1	c1ccc(c(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5346	95-51-2	Nc1ccccc1Cl	Training	NON-Mutagen	Mutagen
5347	95-54-5	Nc1ccccc1(N)	Training	Mutagen	Mutagen
5348	95-55-6	Oc1ccccc1(N)	Training	Mutagen	Mutagen
5349	95-57-8	Oc1ccccc1Cl	Training	NON-Mutagen	NON-Mutagen
5350	95-63-6	c1cc(c(cc1C)C)C	Training	NON-Mutagen	NON-Mutagen
5351	95-64-7	Nc1ccc(c(c1)C)C	Training	Mutagen	Mutagen
5352	95-65-8	Oc1ccc(c(c1)C)C	Training	NON-Mutagen	NON-Mutagen
5353	95-68-1	Nc1ccc(cc1C)C	Training	Mutagen	Mutagen
5354	95741-56-3	c1ccc5c(c1)c(c4c3cccc2cccc(c23)c4c5C)C	Training	Mutagen	Mutagen
5355	95741-57-4	c1ccc2cc3c(cc2(c1))c5cccc4cc(cc3c45)C	Training	Mutagen	Mutagen
5356	957-52-8	c1ccc4c(c1)c2cccc3c2c4(ccc3CCl)	Training	Mutagen	Mutagen
5357	95-77-2	Oc1ccc(c(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5358	95-78-3	Nc1cc(ccc1C)C	Training	Mutagen	Mutagen
5359	95791-46-1	c1ccc3c(c1)ccc4c2ccccc2c(cc34)Cl	Training	Mutagen	Mutagen
5360	95-79-4	Nc1cc(ccc1C)Cl	Training	NON-Mutagen	Mutagen
5361	958-09-8	OCC3OC(n2cnc1c(ncnc12)N)CC3(O)	Training	NON-Mutagen	Mutagen
5362	95-82-9	Nc1cc(ccc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5363	95-83-0	Nc1ccc(cc1(N))Cl	Training	Mutagen	Mutagen
5364	95840-05-4	OC1C=CC2OC2(C1(O))	Training	Mutagen	NON-Mutagen
5365	95-84-1	Oc1ccc(cc1(N))C	Training	Mutagen	Mutagen
5366	95-85-2	Oc1ccc(cc1(N))Cl	Training	Mutagen	NON-Mutagen
5367	95860-07-4	O=[N+]([O-])c1ccc(c(c1)NO)C	Training	NON-Mutagen	NON-Mutagen
5368	95-87-4	Oc1cc(ccc1C)C	Training	NON-Mutagen	NON-Mutagen
5369	958-93-0	n1ccccc1N(Cc2ccsc2)CCN(C)C	Training	NON-Mutagen	NON-Mutagen
5370	95896-78-9	n1cc(nc3c1cc(c2c3(nc(N)n2C))C)C	Training	Mutagen	Mutagen
5371	959-23-9	O=C(C=Cc1ccccc1)c2ccc(OC)cc2	Training	NON-Mutagen	NON-Mutagen
5372	95-93-2	c1c(c(cc(c1C)C)C)C	Training	NON-Mutagen	NON-Mutagen
5373	959-33-1	O=C(C=Cc1ccc(OC)cc1)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
5374	95-94-3	c1c(c(cc(c1Cl)Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5375	95969-40-7	[O-][N+]2(C)(CC=C(c1ccccc1)CC2)	Training	NON-Mutagen	NON-Mutagen
5376	96014-36-7	O=[N+]([O-])c3c(N)ccc2[nH]c1ccccc1c23	Training	Mutagen	Mutagen
5377	96018-75-6	O=CN(O)c1cccc(c1)Cl	Training	NON-Mutagen	NON-Mutagen
